Serial No.,CAS No.,Prefix,Name,Haz. sub.,DG Class,DG Subclass,Schedule,Packing group,UN No.,Size,Size Unit,Location
100010044900,7439-83-6,,iron,Yes,4.1,,,,,250,gram, Flammable solid
100010045000,7439-89-6,,iron,Yes,4.1,,,,,400,gram, Flammable solid
100010045001,7439-89-6,,iron,Yes,4.1,,,,,250,gram, Flammable solid
100010045100,7439-89-6,,iron,Yes,4.1,,,,,1,kilogram, Flammable solid
100010045200,29858-07-09,,magnesium bromide ethyl etherate,Yes,4.1,,,,,100,gram, Flammable solid
100010137700,7487-88-9,,magnesium sulfate,No,,,,,,None,, Sieves/drying agents
100010045300,7439-95-4,,magnesium,Yes,4.3,,,,1869,100,gram, Flammable solid
100010045400,7439-95-4,,magnesium,Yes,4.3,,,,1869,100,gram, Flammable solid
100010045401,7439-95-4,,magnesium,Yes,4.3,,,,1869,50,gram, Flammable solid
100010019300,110-16-7,,maleic acid,Yes,,,,,,500,gram,Corrosive Acid 2
100010087000,108-31-6,,maleic anhydride,Yes,,,,,,500,gram,Harmful H15
100010057600,55750-63-5,6-,maleimidohexanoic acid N-hydroxysuccinimide ester,Yes,,,,,,500,milligram,Freezer 1 S3 B1
100010087100,141-82-2,,malonic acid,Yes,,,,,,100,gram,Harmful H13
100010145500,109-77-3,,malononitrile,No,6.1,,,,,100,gram,Toxic TM5
100010078100,1663-67-8,,malonyl dichloride,Yes,8,3,,II,2920,5,gram,Fridge S4 B1
100010045500,7439-95-4,,magnesium metal powder,Yes,4.3,,,,1869,100,gram, Flammable solid
100010087200,2143614,,manganese (II) chloride,Yes,,,,,,500,gram,Harmful H13
100010087201,2143614,,manganese (II) chloride,Yes,,,,,,500,gram,Harmful H13
100010087300,1313-13-9,,manganese (IV) oxide activated,Yes,,,,,,250,gram,Harmful H13
100010045600,7439-95-4,,magnesium metal powder,Yes,4.3,,,,1869,100,gram, Flammable solid
100010087400,10034-96-5,,manganese sulphate monohydrate,No,,,,,,500,gram,Harmful H13
100010112700,1074-36-8,4-,mercaptobenzoic acid,Yes,,,,,,5,gram,Harmful H6
100010145600,149-30-4,2-,mercaptobenzothiazole,No,9,,,,,100,gram,Toxic TM5
100010169300,15922-78-8,2-,mercaptopyridine-N-oxide sodium salt,Yes,9,,,III,3082,25,gram,Toxic TM5
100010169301,15922-78-8,2-,mercaptopyridine-N-oxide sodium salt,Yes,9,,,III,3082,25,gram,Toxic TM5
100010150800,21908-53-2,,mercury (II) oxide,Yes,6.1,,,,,100,gram,Toxic TS3
100010150900,73491-34-6,,mercury (II) perchlorate trihydrate,Yes,6.1,5.1,,,,25,gram,Toxic TS3
100010151000,13257-51-7,,mercury (ii) trifluoroacetate,Yes,6.1,,,II,2025,10,gram,Toxic TS3
100010112900,3144-09-0,,methanesulfonamide,Yes,,,,,,50,gram,Harmful H6
100010158900,75-75-2,,methanesulfonic acid,Yes,8,,,II,3265,100,milliliter,Corrosive Acid 2
100010140100,124-63-0,,methanesulfonyl chloride,Yes,6.1,8,,I,3246,500,gram,Toxic TL3
100010140101,124-63-0,,methanesulfonyl chloride,Yes,6.1,8,,I,3246,500,gram,Toxic TL3
100010140102,124-63-0,,methanesulfonyl chloride,Yes,6.1,8,,I,3246,500,gram,Toxic TL1
100010140103,124-63-0,,methanesulfonyl chloride,Yes,6.1,8,,I,3246,100,milliliter,Fridge S2 B1
100010170300,124-63-0,,methanesulfonyl chloride,Yes,6.1,8,,I,3246,500,gram,Toxic TL3
100010045601,7439-95-4,,magnesium,Yes,4.3,,,,1869,100,gram, Flammable solid
100010009600,89282-70-2,(2-,methoxy-2-methylpropyl)amine,No,,,,,,5,gram,Harmful H19
100010113000,3453-33-6,6-,methoxy-2-naphthaldehyde,No,,,,,,5,gram,Harmful H6
100010126900,54221-96-4,6-,methoxy-2-pyridinecarboxaldehyde,Yes,,,,,,1,gram,Freezer 2
100010124200,3168-08-07,4-,methoxy-3-nitrobenzaldehyde,No,,,,,,5,gram,Harmful H8
100010175200,626-20-0,1-,methoxy-3-vinylbenzene,No,,,,,,5,gram,Fridge S1 B1
100010064900,6258-60-2,4-,methoxy-a-toluenethiol,No,,,,,,5,gram,Fridge Door
100010009700,103464-79-5,2-,methoxy-N-(4-methoxybenzyl)ethanamine,Yes,,,,,,10,gram,Harmful H19
100010145700,625-45-6,,methoxyacetic acid,Yes,6.1,,,,,250,milliliter,Toxic TM5
100010113100,0135-02-04,2-,methoxybenzaldehyde,Yes,,,,,,100,gram,Harmful H6
100010113200,874-90-8,4-,methoxybenzonitrile,No,,,,,,25,gram,Harmful H6
100010087500,105-13-5,4-,methoxybenzyl alcohol,Yes,,,,,,100,gram,Harmful H13
100010070100,2746-25-0,4-,methoxybenzyl bromide,Yes,8,,,II,3265,5,gram,Fridge S2 B1
100010070200,824-94-2,4-,methoxybenzyl chloride,Yes,,,,,,25,gram,Fridge S2 B1
100010057700,0362-07-02,2-,methoxyestradiol,Yes,9,,,III,3077,10,gram,Freezer 1 S3 B1
100010057800,0362-08-03,2-,methoxyestrone,Yes,9,,,III,3077,9.2,gram,Freezer 1 S3 B1
100010019400,16024-58-1,2-[2-(2-,methoxyethoxy)ethoxy]acetic acid,Yes,8,,,III,3265,250,milliliter,Corrosive Acid 2
100010038400,38256-93-8,(2-,methoxyethyl)methylamine,Yes,3,,,II,1993,5,gram,Flammable liquid Small
100010038500,109-85-3,2-,methoxyethylamine,Yes,3,8,,II,2833,15,milliliter,Flammable liquid Small
100010070300,25414-22-6,2-,methoxyfuran,Yes,3,,,II,1993,5,gram,Fridge S2 B1
100010019500,593-56-6,,methoxylamine hydrochloride,No,,,,,,25,gram,Corrosive Acid 2
100010087600,4009-98-7,(,methoxymethyl)triphenylphosphonium chloride,Yes,,,,,,100,gram,Harmful H13
100010099800,150-76-5,4-,methoxyphenol,Yes,,,,,,500,gram,Harmful H23
100010099801,150-76-5,4-,methoxyphenol,Yes,,,,,,1,kilogram,Harmful H27
100010170500,150-76-5,4-,methoxyphenol,Yes,,,,,,100,gram,Harmful H23
100010009800,36057-44-0,4-,methoxypicolinonitrile,Yes,,,,,,1,gram,Harmful H19
100010025800,4045-24-3,4-,methoxypiperidine,Yes,8,,,II,3263,1,gram,Corrosive Base 1
100010127000,1849-53-2,3-,methoxypyridine-2-carbaldehyde,Yes,,,,,,1,gram,Freezer 2
100010038600,637-69-4,m-,methoxystyrene,Yes,3,,,,,10,gram,Flammable liquid Small
100010087700,27492-84-8,,methyl 4-amino-2-methoxybenzoate,Yes,,,,,,25,gram,Harmful H13
100010113400,598-55-0,,methyl carbamate,No,,,,,,100,gram,Harmful H6
100010078900,79-22-1,,methyl chloroformate,Yes,6.1,3,,I,1238,5,gram,Toxic TL3
100010078901,79-22-1,,methyl chloroformate,Yes,6.1,3,,I,1238,100,milliliter,Fridge S4 B1
100010060200,89-91-8,,methyl dimethoxyacetate,No,,,,,,25,gram,Freezer 1 S4 B1
100010113500,96-35-5,,methyl glycolate,No,,,,,,5,gram,Harmful H6
100010019600,80-48-8,,methyl p-toluenesulfonate,Yes,8,,,II,3261,100,gram,Corrosive Acid 2
100010019602,80-48-8,,methyl p-toluenesulfonate,Yes,8,,,II,3261,100,gram,Corrosive Acid 2
100010057900,333-27-7,,methyl trifluoromethanesulfonate,Yes,8,3,,II,2920,10,gram,Freezer 1 S3 B1
100010038700,591-49-1,1-,methyl-1-cyclohexene,Yes,,,,,,100,milliliter,Flammable liquid Small
100010038701,591-49-1,1-,methyl-1-cyclohexene,Yes,,,,,,25,gram,Flammable liquid Small
100010113600,29490-19-5,5-,"methyl-1,3,4-thiadiazole-2-thiol",Yes,,,,,,25,gram,Harmful H6
100010139800,89-62-3,4-,methyl-2-nitroaniline,Yes,6.1,,,,,500,gram,Toxic TL3
100010049700,75-66-1,2-,methyl-2-propanethiol,Yes,3,,,II,2347,1,liter,Freezer 1 S1
100010151100,1620-76-4,4-,methyl-2-pyridinecarbonitrile,Yes,6.1,,,III,2811,1,gram,Toxic TS3
100010127100,1122-72-1,6-,methyl-2-pyridinecarboxaldehyde,Yes,,,,,,5,gram,Freezer 2
100010113700,108-27-0,5-,methyl-2-pyrrolidinone,Yes,,,,,,10,gram,Harmful H6
100010170200,7439-95-4,,magnesium metal powder,Yes,4.3,,,,1869,250,gram, Flammable solid
100010175100,119-32-4,4-,methyl-3-nitroaniline,Yes,6.1,,,III,2660,25,gram,Toxic TM5
100010009901,939-79-7,4-,methyl-3-nitrobenzonitrile,Yes,,,,,,5,gram,Harmful H7
100010053400,3143-02-0,3-,methyl-3-oxetanemethanol,Yes,,,,,,10,gram,Freezer 1 S2 B1
100010113800,120122-47-6,N-,methyl-4-nitro-2-trichloroacetylpyrrole,Yes,,,,,,25,gram,Harmful H6
100010093500,99-52-5,2-,methyl-4-nitroaniline,No,,,,,,100,gram,Harmful H17
100010087800,1445-73-4,1-,methyl-4-piperidone,Yes,,,,,,100,milliliter,Harmful H13
100010062200,80-11-5,N-,methyl-N-nitroso-4-toluenesulphonamide (Diazald),No,4.1,,,,3234,100,gram,Freezer 1 S4 B2
100010062201,80-11-5,N-,methyl-N-nitroso-4-toluenesulphonamide (Diazald),No,4.1,,,,3234,500,gram,Freezer 1 S4 B2
100010087900,79-16-3,N-,methylacetamide,No,,,,,,100,gram,Harmful H13
100010038800,74-85-9,,methylamine solution,Yes,3,8,,II,1235,500,milliliter,Flammable liquid Small
100010098500,593-56-6,,methoxylamine hydrochloride,No,,,,,,500,gram,Harmful H23
100010038900,578-58-5,2-,methylanisole,Yes,3,,,III,1993,100,milliliter,Flammable liquid Small
100010058000,104-81-4,4-,methylbenzyl bromide,Yes,6.1,,,II,3417,25,gram,Freezer 1 S3 B1
100010170700,620-13-3,3-,methylbenzyl bromide,Yes,6.1,,,II,1701,5,gram,Toxic TS3
100010078200,104-81-4,4-,methylbenzyl bromide,Yes,6.1,,,II,3417,25,gram,Fridge S4 B1
100010078300,2627-86-3,(S)-(−)-α-,methylbenzylamine,Yes,8,6.1,,II,2922,5,gram,Fridge S4 B1
100010039000,75-85-4,2-,methylbutan-2-ol (tert-amyl alcohol),Yes,3,,,II,1105,500,milliliter,Flammable liquid Small
100010099500,105-34-0,,methylcyanoacetate,Yes,,,,,,500,gram,Harmful H23
100010039100,583-60-8,2-,methylcyclohexanone,Yes,3,,,III,2297,250,milliliter,Flammable liquid Small
100010039200,589-92-4,4-,methylcyclohexanone,Yes,3,,,III,2297,100,milliliter,Flammable liquid Small
100010170800,96-37-7,,methylcyclopentane,Yes,,,,,,5,milliliter,Freezer 3
100010113900,5163-20-2,N-,methylcyclopropanamine,Yes,,,,,,5,gram,Harmful H6
100010113901,5163-20-2,N-,methylcyclopropanamine,Yes,,,,,,1,gram,Harmful H6
100010113902,5163-20-2,N-,methylcyclopropanamine,Yes,,,,,,1,gram,Harmful H6
100010093600,61-73-4,,methylene blue,Yes,,,,,,25,gram,Harmful H17
100010039300,5597-27-3,3-,methylene-2-norbornanone,No,,,,,,25,gram,Flammable liquid Small
100010123700,7797-83-3,"2,3-(",methylenedioxy)benzaldehyde,No,,,,,,1,gram,Harmful H8
100010025900,109-81-9,N-,methylethylenediamine,Yes,8,3,,II,2734,5,gram,Corrosive Base 1
100010088000,123-39-7,N-,methylformamide,Yes,,,,,,100,gram,Harmful H13
100010088600,93-61-8,N-,methylformanilide,No,,,,,,500,gram,Harmful H27
100010088601,93-61-8,N-,methylformanilide,No,,,,,,100,gram,Harmful H13
100010026000,4318-37-0,1-,methylhomopiperazine,Yes,8,3,,II,2920,5,milliliter,Corrosive Base 1
100010088100,4229-44-1,N-,methyl hydroxylamine hydrochloride,Yes,,,,,,50,gram,Harmful H13
100010171000,693-98-1,2-,methylimidazole,Yes,8,,,II,3259,500,gram,Corrosive Base 2
100010067900,917-54-4,,methyllithium (1.6M in diethyl ether),Yes,4.2,4.3,,I,3394,100,milliliter,Fridge S2 B1
100010067901,917-54-4,,methyllithium (1.6M in diethyl ether),Yes,4.2,4.3,,I,3394,100,milliliter,Fridge S1
100010067902,917-54-4,,methyllithium (1.6M in diethyl ether),Yes,4.2,4.3,,I,3394,100,milliliter,Fridge S1
100010071600,75-16-1,,methylmagnesium bromide (1.4M in toluene/THF),Yes,4.3,3,,I,3399,100,milliliter,Fridge S2 B2
100010071601,75-16-1,,methylmagnesium bromide (1.4M in toluene/THF),Yes,4.3,3,,I,3399,100,milliliter,Fridge S2 B2
100010071602,75-16-1,,methylmagnesium bromide (1.4M in toluene/THF),Yes,4.3,3,,I,3399,100,milliliter,Fridge S3
100010071800,75-16-1,,methylmagnesium bromide (1.4M in toluene/THF),Yes,4.3,3,,I,3399,100,milliliter,Fridge S3
100010026100,930-88-1,N-,methylmaleimide,Yes,8,,,II,1759,5,gram,Corrosive Base 1
100010026101,930-88-1,N-,methylmaleimide,Yes,8,,,II,1759,5,gram,Corrosive Base 1
100010026102,930-88-1,N-,methylmaleimide,Yes,8,,,II,1759,25,gram,Corrosive Base 1
100010151200,66-27-3,,methylmethanesulfonate,Yes,6.1,,,,,25,gram,Toxic TS3
100010039400,0109-02-04,N-,methylmorpholine (4-methylmorpholine),Yes,3,8,,II,2535,25,milliliter,Flammable liquid Small
100010039401,0109-02-04,N-,methylmorpholine (4-methylmorpholine),Yes,3,8,,II,2535,100,milliliter,Flammable liquid Small
100010039402,0109-02-04,N-,methylmorpholine (4-methylmorpholine),Yes,3,8,,II,2535,100,milliliter,Flammable liquid Small
100010039403,0109-02-04,N-,methylmorpholine (4-methylmorpholine),Yes,3,8,,II,2535,100,milliliter,Flammable liquid Small
100010010000,4021-07-02,3-,methylpicolinic acid,Yes,,,,,,5,gram,Harmful H19
100010010100,20970-75-6,3-,methylpicolinonitrile,Yes,,,,,,5,gram,Harmful H19
100010010101,20970-75-6,3-,methylpicolinonitrile,Yes,,,,,,5,gram,Harmful H19
100010010102,20970-75-6,3-,methylpicolinonitrile,Yes,,,,,,5,gram,Harmful H19
100010010200,23491-48-7,5-(4'-,methylpiperazin-1'-yl)-2-nitroaniline,Yes,6,,,,,1,kilogram,Benches 13
100010010201,23491-48-7,5-(4'-,methylpiperazin-1'-yl)-2-nitroaniline,Yes,6,,,,,1,kilogram,Benches 13
100010023000,0109-01-03,1-,methylpiperazine,Yes,8,3,,II,2734,500,gram,Corrosive Base 3
100010023001,0109-01-03,1-,methylpiperazine,Yes,8,3,,II,2734,100,gram,Corrosive Base 3
100010010300,188247-01-0,,methylproamine,Yes,6,,,,,1,liter,Benches 13
100010010301,188247-01-0,,methylproamine,Yes,6,,,,,1,liter,Benches 13
100010010302,188247-01-0,,methylproamine,Yes,6,,,,,1,liter,Benches 13
100010010303,188247-01-0,,methylproamine,Yes,6,,,,,1,liter,Benches 13
100010010304,188247-01-0,,methylproamine,Yes,6,,,,,1,liter,Benches 13
100010010305,188247-01-0,,methylproamine,Yes,6,,,,,1,liter,Benches 13
100010039500,75-65-0,2-,methylpropan-2-ol (t-butyl alcohol),Yes,3,,,II,1120,500,milliliter,Flammable liquid Small
100010039501,75-65-0,2-,methylpropan-2-ol (t-butyl alcohol),Yes,3,,,II,1120,500,milliliter,Flammable liquid Small
100010039600,115-11-7,2-,methylpropene (isobutylene),Yes,2.1,,,,1055,100,gram,Flammable liquid Small
100010127200,55589-47-4,3-,methylpyridine-2-carbaldehyde,Yes,,,,,,1,gram,Freezer 2
100010010400,1620-77-5,5-,methylpyridine-2-carbonitrile,Yes,,,,,,1,gram,Harmful H19
100010010401,1620-77-5,5-,methylpyridine-2-carbonitrile,Yes,,,,,,1,gram,Harmful H19
100010010402,1620-77-5,5-,methylpyridine-2-carbonitrile,Yes,,,,,,1,gram,Harmful H19
100010127300,55589-47-4,3-,methylpyridine-2-carbaldehyde,Yes,,,,,,200,milligram,Freezer 2
100010039700,3438-46-8,4-,methylpyrimidine,Yes,3,,,III,1993,10,gram,Flammable liquid Small
100010171200,98-83-9,a-,methylstyrene monomer,Yes,3,,,III,2303,250,milliliter,Fridge S3
100010114000,104-96-1,4-(,methylthio)aniline,Yes,,,,,,25,gram,Harmful H6
100010123800,3446-89-7,4-(,methylthio)benzaldehyde,No,,,,,,10,gram,Harmful H8
100010114100,21382-98-9,4-(,methylthio)benzonitrile,Yes,,,,,,5,gram,Harmful H6
100010114200,5271-38-5,2-(,methylthio)ethanol,Yes,,,,,,10,gram,Harmful H6
100010039800,554-14-3,2-,methylthiophene,Yes,3,,,II,1993,100,gram,Flammable liquid Small
100010039900,1185-55-3,,methyltrimethoxysilane,Yes,3,,,II,1993,250,milliliter,Flammable liquid Small
100010102000,1779-49-3,,methyltriphenylphosphonium bromide,No,,,,,,500,gram,Harmful H27
100010137900,63231-69-6,,molecular sieves (Type 13X),No,,,,,,500,gram, Sieves/drying agents
100010138000,308080-99-1,,molecular sieves (Type 3A) 1.5-2.5mm,No,,,,,,500,gram, Sieves/drying agents
100010138100,308080-99-1,,molecular sieves (Type 3A) 1.5-2.5mm,No,,,,,,1,kilogram, Sieves/drying agents
100010138200,308080-99-1,,molecular sieves (Type 3A) 1.5-2.5mm,No,,,,,,1,kilogram, Sieves/drying agents
100010138300,308080-99-1,,molecular sieves (Type 3A) 1.5-2.5mm,No,,,,,,1,kilogram, Sieves/drying agents
100010138400,308080-99-1,,molecular sieves (Type 3A) 1.5-2.5mm,No,,,,,,100,gram, Sieves/drying agents
100010138500,70955-01-0,,molecular sieves (Type 4A) 2.5-5mm,No,,,,,,500,gram, Sieves/drying agents
100010138501,70955-01-0,,molecular sieves (Type 4A) 2.5-5mm,No,,,,,,500,gram, Sieves/drying agents
100010138600,69912-79-4,,molecular sieves (Type 5A) 2mm,No,,,,,,1,kilogram, Sieves/drying agents
100010138601,69912-79-4,,molecular sieves (Type 5A) 2mm,No,,,,,,1,kilogram, Sieves/drying agents
100010145800,1313-27-5,,molybdenum (VI) oxide,No,6.1,,,,,500,gram,Toxic TM5
100010145900,13939-06-05,,molybdenum hexacarbonyl,Yes,6.1,,,,2811,50,gram,Toxic TM5
100010102100,1318-93-0,,montmorillonite,Yes,,,,,,1,kilogram,Harmful H27
100010088200,1318-93-0,,montmorillonite,No,,,,,,100,gram,Harmful H13
100010026200,110-91-8,,morpholine,Yes,8,3,,I,2054,100,milliliter,Corrosive Base 1
100010026201,110-91-8,,morpholine,Yes,8,3,,I,2054,100,milliliter,Corrosive Base 1
100010026202,110-91-8,,morpholine,Yes,8,3,,I,2054,100,milliliter,Corrosive Base 1
100010026203,110-91-8,,morpholine,Yes,8,3,,I,2054,500,milliliter,Corrosive Base 2
100010010500,2524-67-6,4-,morpholinoaniline,No,,,,,,5,gram,Harmful H19
100010045700,7439-96-5,,manganese powder,Yes,4.3,,,,,25,gram, Flammable solid
100010114300,81-30-1,"1,4,5,8-",naphthalenetetracarboxylic dianhydride,No,,,,,,25,gram,Harmful H6
100010114400,86-55-5,1-,naphthoic acid,Yes,,,,,,25,gram,Harmful H6
100010115800,93-09-4,2-,naphthoic acid,Yes,,,,,,25,gram,Harmful H7
100010114500,1465-25-4,N-(1-,naphthyl)ethylenediamine dihydrochloride,Yes,,,,,,25,gram,Harmful H6
100010114600,66-99-9,2-,napthaldehyde,Yes,,,,,,25,gram,Harmful H6
100010151300,3264-82-2,,nickel (II) acetylacetonate,Yes,6.1,,,,,50,gram,Toxic TS3
100010099600,7791-20-0,,nickel (II) chloride 6-hydrate,Yes,,,,,,500,gram,Harmful H23
100010114700,485-47-2,,ninhydrin,Yes,,,,,,25,gram,Harmful H6
100010114701,485-47-2,,ninhydrin,Yes,,,,,,25,gram,Harmful H6
100010017700,7697-37-2,,nitric acid,Yes,,,,,,2.5,liter,Corrosive Acid 1
100010017800,7697-37-2,,nitric acid,Yes,,,,,,500,milliliter,Corrosive Acid 1
100010146000,95-56-9,4-,"nitro-1,2-phenylenediamine",No,6.1,,,,,100,gram,Toxic TM6
100010093700,5307-14-2,2-,"nitro-1,4-phenylenediamine",No,,,,,,100,gram,Harmful H17
100010114800,121-01-7,4-,nitro-2-(trifluoromethyl)aniline,Yes,,,,,,5,gram,Harmful H6
100010126100,25084-14-4,5-,nitro-2-furoyl chloride,Yes,8,,,,,5,gram,Corrosive Acid 2
100010115000,400-98-6,2-,nitro-4-(trifluoromethyl)aniline,Yes,,,,,,25,gram,Harmful H6
100010135500,88-74-4,2-,nitroaniline,Yes,6.1,,7,II,1661,100,gram,Poisons Draw 2
100010135600,100-01-6,4-,nitroaniline,Yes,6.1,,7,II,1661,500,gram,Poisons Draw 2
100010135601,100-01-6,4-,nitroaniline,Yes,6.1,,7,II,1661,100,gram,Poisons Draw 2
100010135602,100-01-6,4-,nitroaniline,Yes,6.1,,7,II,1661,100,gram,Poisons Draw 2
100010146100,99-09-2,3-,nitroaniline,Yes,6.1,,,,,500,gram,Toxic TM6
100010146101,99-09-2,3-,nitroaniline,Yes,6.1,,,,,100,gram,Toxic TM6
100010093800,99-61-6,3-,nitrobenzaldehyde,No,,,,,,100,gram,Harmful H17
100010123900,555-16-8,4-,nitrobenzaldehyde,No,,,,,,100,gram,Harmful H13
100010123901,555-16-8,4-,nitrobenzaldehyde,No,,,,,,10,gram,Harmful H8
100010153800,98-95-3,,nitrobenzene,Yes,6.1,,,II,1662,2.5,liter,Toxic TXL
100010019700,1694-92-4,2-,nitrobenzenesulfonyl chloride,Yes,8,,,II,3261,25,gram,Corrosive Acid 2
100010019800,98-74-8,4-,nitrobenzenesulfonyl chloride,Yes,8,,,II,3261,100,gram,Corrosive Acid 2
100010019801,98-74-8,4-,nitrobenzenesulfonyl chloride,Yes,8,,,II,3261,25,gram,Corrosive Acid 2
100010088300,121-92-6,3-,nitrobenzoic acid,Yes,,,,,,250,gram,Harmful H13
100010088301,121-92-6,3-,nitrobenzoic acid,Yes,,,,,,100,gram,Harmful H13
100010088400,62-23-7,4-,nitrobenzoic acid,Yes,,,,,,100,gram,Harmful H13
100010088402,62-23-7,4-,nitrobenzoic acid,Yes,,,,,,100,gram,Harmful H13
100010115500,552-16-9,2-,nitrobenzoic acid,Yes,,,,,,250,gram,Harmful H23
100010115501,552-16-9,2-,nitrobenzoic acid,Yes,,,,,,100,gram,Harmful H13
100010115502,552-16-9,2-,nitrobenzoic acid,Yes,,,,,,100,gram,Harmful H6
100010146200,619-72-7,4-,nitrobenzonitrile,Yes,6.1,,,,,50,gram,Toxic TM6
100010115100,619-24-9,3-,nitrobenzonitrile,No,,,,,,25,gram,Harmful H6
100010019900,121-90-4,3-,nitrobenzoyl chloride,Yes,8,6.1,,III,2923,25,gram,Corrosive Acid 2
100010020000,0122-04-03,4-,nitrobenzoyl chloride,Yes,8,,,II,3261,50,gram,Corrosive Acid 2
100010115200,619-73-8,4-,nitrobenzyl alcohol,Yes,,,,,,25,gram,Harmful H6
100010115600,2493-04-01,5-,nitrofurfuryl alcohol,Yes,,,,,,1,gram,Harmful H6
100010159000,527-73-1,2-,nitroimidazole,Yes,6.1,,,III,2811,100,milligram,Toxic TS3
100010012900,63480-10-4,4-,nitroisatoic anhydride,Yes,,,,,,5,gram,Benches 14
100010050400,943-39-5,p-,nitroperoxybenzoic acid,Yes,,,,,,25,gram,Freezer 1 S1 B1
100010050401,943-39-5,p-,nitroperoxybenzoic acid,Yes,,,,,,25,gram,Freezer 1 S1 B1
100010151400,100-02-07,p-,nitrophenol,Yes,6.1,,,III,1663,25,gram,Toxic TS3
100010151401,100-02-07,p-,nitrophenol,Yes,6.1,,,III,1663,25,gram,Toxic TS3
100010060300,7693-46-1,4-,nitrophenyl chloroformate,Yes,8,,,II,3261,5,gram,Freezer 1 S4 B1
100010056200,0830-03-05,4-,nitrophenylacetate,Yes,,,,,,5,gram,Freezer 1 S2 B2
100010045800,100-16-3,4-,nitrophenylhydrazine,Yes,4.1,,,I,3376,25,gram, Flammable solid
100010045900,80-11-5,N-,methyl-N-nitroso-4-toluenesulphonamide (Diazald),Yes,4.1,,,,3234,100,gram, Flammable solid
100010070400,586-96-9,,nitrosobenzene,Yes,6.1,,,III,2811,10,gram,Fridge S2 B1
100010146300,99-08-1,m-,nitrotoluene,Yes,6.1,,,,,250,milliliter,Toxic TM6
100010151500,99-99-0,4-,nitrotoluene,Yes,6.1,,,II,3446,100,gram,Toxic TS3
100010088500,611-08-05,5-,nitrouracil,Yes,,,,,,100,gram,Harmful H13
100010171400,502-56-7,,nonan-5-one,Yes,3,,,III,1224,100,gram,Flammable liquid Small
100010078400,38651-65-9,(1R)-( )-,nopinone,Yes,,,,,,5,gram,Fridge S4 B1
100010046000,498-66-8,,norbornylene,Yes,4.1,,,,,500,gram, Flammable solid
100010100000,72-69-5,,octan-1-ol,Yes,,,,,,500,milliliter,Harmful H24
100010040000,629-05-0,1-,octyne,Yes,3,,,,,100,gram,Flammable liquid Small
100010040100,1942-45-6,4-,octyne,Yes,3,,,III,3295,25,gram,Flammable liquid Small
100010040101,1942-45-6,4-,octyne,Yes,3,,,III,3295,25,gram,Flammable liquid Small
100010159100,174-78-7,2-,oxa-6-azaspiro[3.3]heptane,Yes,6.1,,,III,2811,1,gram,Toxic TS3
100010159101,174-78-7,2-,oxa-6-azaspiro[3.3]heptane,Yes,6.1,,,III,2811,1,gram,Toxic TS3
100010020100,144-62-7,,oxalic acid,Yes,8,,,III,1759,500,gram,Corrosive Acid 2
100010020200,79-37-8,,oxalyl chloride,Yes,8,6.1,,I,2922,100,milliliter,Corrosive Acid 2
100010010700,5638-60-8,"1,4-",oxazepane,No,,,,,,500,milligram,Harmful H19
100010046100,30525-89-4,,paraformaldehyde,Yes,4.1,,,,,500,gram, Flammable solid
100010046101,30525-89-4,,paraformaldehyde,Yes,4.1,,,,,500,gram, Flammable solid
100010046200,865-47-4,,potassium t-butoxide,Yes,4.2,,,,3206,100,gram, Flammable solid
100010046201,865-47-4,,potassium t-butoxide,Yes,4.2,,,,3206,100,gram, Flammable solid
100010046202,865-47-4,,potassium t-butoxide,Yes,4.2,,,,3206,100,gram, Flammable solid
100010046203,865-47-4,,potassium t-butoxide,Yes,4.2,,,,3206,100,gram, Flammable solid
100010046300,7440-02-0,,Raney-Nickel (slurry in water),Yes,4.2,,,II,1378,100,gram, Flammable solid
100010011800,140681-55-6,,selectfluor,Yes,4.2,,,,3088,25,gram, Flammable solid
100010010800,7440-05-04,,palladium on activated carbon,No,,,,,,10,gram,Harmful H19
100010046400,7782-92-5,,sodium amide,Yes,4.3,,,,,25,gram, Flammable solid
100010046500,15681-89-7,,sodium borodeuteride,Yes,4.3,,,,,5,gram, Flammable solid
100010046600,7775-14-6,,sodium dithionite,Yes,4.2,,,II,1384,100,gram, Flammable solid
100010046601,7775-14-6,,sodium dithionite,Yes,4.2,,,II,1384,500,gram, Flammable solid
100010046602,7775-14-6,,sodium dithionite,Yes,4.2,,,II,1384,500,gram, Flammable solid
100010046603,7775-14-6,,sodium dithionite,Yes,4.2,,,II,1384,500,gram, Flammable solid
100010046700,7440-23-5,,sodium,Yes,,,,,,500,gram, Flammable solid
100010046800,75965-35-4,,"tetraphenylboron lithium tris(1,2-dimethoxyethane)",Yes,4.1,,,,,5,gram, Flammable solid
100010047000,14694-95-2,,tris(triphenylphosphine)rhodium (I) chloride,No,,,,III,1993,5,gram, Flammable solid
100010047001,14694-95-2,,tris(triphenylphosphine)rhodium (I) chloride,No,,,,III,1993,5,gram, Flammable solid
100010047002,14694-95-2,,tris(triphenylphosphine)rhodium (I) chloride,No,,,,III,1993,1,gram, Flammable solid
100010047003,14694-95-2,,tris(triphenylphosphine)rhodium (I) chloride,No,,,,III,1993,1,gram, Flammable solid
100010047100,1271-51-8,,vinylferrocene,Yes,,,,III,3265,1,gram, Flammable solid
